name,format,success
2368943 PhysicalDisk(2 G ) % Disk Write Time,ss.SS,TRUE
2371748 Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - People in families,ss.SS,TRUE
2656130 Mes,dd MMM yyyy,TRUE
2059687 TIME_SUM,ss.SS,TRUE
2109928 X Times User,ss.SS,TRUE
2120248 Data tÃ_Â€ÂŒÃ«Ã_Â‰ÂŒÂ©rmino,dd/MM/yyyy,TRUE
2120651 Time Taken,dd,TRUE
2125321 EDT,MM:yya,TRUE
2142662 Lifetime Post Total Reach,MMyy,TRUE
2146346 Study.Date,yyyy,TRUE
2148540 FECHAPROC,,FALSE
2160575 SCP_PARTNER_ACCEPTED_DATE,ddMMMyyyy:HH:mm:ss,TRUE
2161266 Outstanding Balance Period Date 221,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 233,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 284,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 310,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 312,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 340,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 395,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 397,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 472,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 559,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 58,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 582,yyyy-MM-dd,TRUE
2185539 Date Updated,MM/dd/yy,TRUE
2189767 sentiment_afinn,MM,TRUE
2192930 claim_date,,FALSE
2193170 Timeliness,MM,TRUE
2193298 Date,ddMMMyyyy HH:mm:ss,TRUE
2193991 # of Times Reported,dd,TRUE
2194187 ZestimeateOnSaleDate,HHmmss,TRUE
2196873 Candidate,,FALSE
2207677 Candidate 2 Cash on Hand,,FALSE
2217184 SslTime,MMyy,TRUE
2234731 RecordDate,MM/dd/yyyy,TRUE
2255497 pub_month,MMMM,TRUE
2255589 Assists pG + - (Domestic),ss.SS,TRUE
2255589 Chances Created pG + - (Domestic),ss.SS,TRUE
2255975 Date UTC,dd/MM/yy HH:mm zzz,TRUE
2264710 SEMESTRE,MMÃ_Â€ÂŒÂ«Ã_Â‰ÂŒ_ Semestre,TRUE
2266577 Mes-Anio,MM-yyyy,TRUE
2273832 DATA DO B.O,dd/MM/yyyy,TRUE
2273832 REMESSA,,FALSE
2328345 Enrollment date,,FALSE
2335906 GrossTime,HH:mm:ss.SSSSS,TRUE
2339526 Data,MMyy,TRUE
2340690 Date Completed,MM/dd/yyyy,TRUE
2341647 Data scadenta,dd/MM/yyyy,TRUE
"2341858 8. For business decisions made by a group, it is vital to leave adequate time to debate the concepts after all the evidence is ",,FALSE
2344699 Unbilled Data Usage in Kilobytes(KB),mmss.SS,TRUE
2345243 time,HH:mm:ss:SSSSSS,TRUE
2345516 DATA_MUDANCA,dd/MM/yy,TRUE
2345676 ResponseTime,yy,TRUE
2346699 Start Date (copy),MMyy,TRUE
2346936 Created By,,FALSE
2347331 Lifetime Post Consumers,yy,TRUE
2367793 Holdings_Creditcard_MonthlySpent_Queensland TeachersÃ_Â‰ÂŒÂ_Ã_Â€ÂŒ_Ã_Â‰ÂŒÃˆ Credit Union Gold with Standard Rewards Visa Credit Card,,FALSE
2367793 Holdings_Creditcard_MonthlySpent_Virgin Money No Annual Fee Visa Card,,FALSE
2370004 Created_Assessments,ss.SS,TRUE
2370342 Time,HH:mm:ss,TRUE
2374296 Screen_Names,diyarahmanyy,TRUE
2655683 % homes with credit  650,ss.SS,TRUE
2006056 CUATRIMESTRE3,MM,TRUE
2019539 StartDate,,FALSE
2080927 Time Invested (hrs),yy,TRUE
2101424 Date,yyyy,TRUE
2104653 Data1,MM.yy,TRUE
2107421 Drb pG + - (Domestic),ss.SS,TRUE
2111533 PCC_HEALTH_SERV_DOMESTIC_VIOLENCE,,FALSE
2114092 timeline,"QQQ, yyyy",TRUE
2116398 Ã_Â‰ÂŒÃ«_Ã_Â€ÂŒÃçÃ_Â‰ÂŒ_Ã_Â€ÂŒÃ¯Ã_Â‰ÂŒÃ‡ Ã_Â‰ÂŒ_Ã_Â€ÂŒ_Ã_Â€ÂŒÃ_Ã_Â‰ÂŒ_Ã_Â€ÂŒÃ_Ã_Â‰ÂŒÂù,HHmmss.SS,TRUE
2116564 Month Name,MMMM,TRUE
2120460 Illness Last Month #,HH.mm,TRUE
2123749 time,yyyy-MM-HHTmm:ss:ddZZZZZ,TRUE
2124637 Time,MM:dd:yy zzz,TRUE
2124694 DateCode,yyyy,TRUE
2125158 t_assign_date,<Unix>,TRUE
2126788 TimeLineID,dd,TRUE
2141481 Lifetime Post Viral Impressions,yy,TRUE
2150925 Month,MMMM,TRUE
2155836 Challenge Timeline (Challenge Initiated to WInner Announced),MMyy,TRUE
2160575 SQL_DATE,dd.MM.yyyy,TRUE
2161266 Outstanding Balance Period Date 127,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 145,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 255,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 304,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 311,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 344,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 369,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 400,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 419,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 438,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 510,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 524,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 538,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 92,yyyy-MM-dd,TRUE
2185392 OUTBOUND_MESSAGES,yy,TRUE
2196298 Created_By,Phyllis MMMtinez,TRUE
2196298 Created_Date,,FALSE
2207803 date,MMM yy,TRUE
2228572 Fecha de viaje,dd/MM/yyyy,TRUE
2251628 Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Married couple fam 1,ss.SS,TRUE
2252329 Fecha APELACIÃ_Â€ÂŒÃ«Ã_Â€ÂŒÃçN,dd/MM/yyyy,TRUE
2255502 pub_month,,FALSE
2255947 Trailing 12 Month Gold Purchased Sold,,FALSE
2256072 Peacetime,HHmmss.SS,TRUE
2256226 DT_CARGA,yyyy/MM/dd HH:mm:ss.SSSSSSSSS,TRUE
2262306 B14_S11_DiData,yy,TRUE
2263768 diff between effective date and tran date,MM,TRUE
2264606 Created By,,FALSE
2268948 elapsed-time,,FALSE
2269878 TOR_WIDTH,yy,TRUE
2274353 Units Launched in the Month,yy,TRUE
2274785 Foreign reserves in months of imports,ss.SS,TRUE
2275609 Full Time Instructional Non-Tenure Track,MMyy,TRUE
2279411 Dataset Prefix,,FALSE
2302640 Runtime Occ Minutes,MMyy,TRUE
2337611 Domestic,ss.SS,TRUE
2339345 DATA VOLUME Landsat-8 (GB),mmss.SS,TRUE
2340946 Links Created,mmss,TRUE
2341994 month,MM,TRUE
2343628 Number of Full-time officers,yy,TRUE
2344070 Visit Time,MMM-yy,TRUE
2344296 Measure Names,,FALSE
2344790 TIME OCC,HHmm,TRUE
2344964 Ã_Â‰ÂŒÃ«Ã_Â€ÂŒÂ_Ã_Â‰ÂŒÃ‡Ã_Â‰ÂŒ_Ã_Â‰ÂŒÃˆÃ_Â‰ÂŒÂ¢Ã_Â‰ÂŒ_Ã_Â€ÂŒÃ¯Ã_Â‰ÂŒÃ‡,yyyyMMdd,TRUE
2346423 Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,ss.SS,TRUE
"2346838 Well #12 only ran through May 2007, so data was removed",ddHH removed at MMM yy,TRUE
2347725 Staff Size Part-time (paid staff),,FALSE
2367793 Holdings_Creditcard_MonthlySpent_Bank of Melbourne Amplify Platinum Visa Card,HHmm,TRUE
2367793 Holdings_Creditcard_MonthlySpent_Bank of Melbourne Vertigo Visa Card,HHmm,TRUE
2367793 Holdings_Creditcard_MonthlySpent_Heritage Rewards Gold Visa Card,,FALSE
2367793 Holdings_Creditcard_MonthlySpent_Suncorp Clear Options Gold Card,yy,TRUE
"2370948 Q3 - If the municipal election were held today, for which of the following candidates for council would you be most likely to v",MM,TRUE
2373474 Event_Timezone_Offset,,FALSE
2377266 themes,,FALSE
2005181 MES,MMM,TRUE
2007678 CRS_ELAPSED_TIME,mmss.SS,TRUE
2029420 UTC_START_TIME,,FALSE
2035822 SAP  Aging Range(months),yy,TRUE
2039545 Chances Created,yy,TRUE
"2052451 Students, Part-time",mmss,TRUE
2107381 Ã_Â‰ÂŒÂ´_Ã_Â€ÂŒ_Ã_Â‰ÂŒÃ«__Ã_Â‰ÂŒÃ«Ã_Â‰ÂŒÂùÃ_Â€ÂŒÃ_Ã_Â‰ÂŒÂèÃ_Â€ÂŒÂÅÃ_Â€ÂŒ_Ã_Â‰ÂŒÃ«Ã_Â€ÂŒÃ¬Ã_Â‰ÂŒÂ«Ã_Â‰ÂŒ_Ã_Â€ÂŒÃ¯Ã_Â‰ÂŒÃ‡Ã_Â‰ÂŒ_Ã_Â‰ÂŒÂ«Ã_Â‰ÂŒÃ§Ã_Â‰ÂŒÂ´_Ã_Â€ÂŒ_Ã_Â‰ÂŒÂ†Ã_Â€ÂŒÂ‹Ã_Â‰ÂŒÂêÃ_Â‰ÂŒÂ†Ã_Â€ÂŒÂ‹Ã_Â€ÂŒÂ‰Ã_Â‰ÂŒÂ†Ã_Â€ÂŒÂ‹_Ã_Â‰ÂŒÂ†Ã_Â€ÂŒÂ‹Ã_Â€ÂŒÂèÃ_Â‰ÂŒÂ†Ã_Â€ÂŒÂ‹_Ã_Â‰ÂŒÂ†Ã_Â€ÂŒÂ‹Ã_Â€ÂŒÂˆÃ_Â‰ÂŒÂ†Ã_Â€ÂŒ_Ã_Â‰ÂŒÂêÃ_Â‰ÂŒ_Ã_Â€ÂŒÃ¯Ã_Â‰ÂŒÃ‡Ã_Â‰ÂŒÂ´_Ã_Â‰ÂŒÂèÃ_Â‰ÂŒÃ«_Ã_Â‰ÂŒÂ‚Ã_Â‰ÂŒÂ†Ã_Â€ÂŒ_Ã_Â€ÂŒÃ®,mmss.SS,TRUE
2109343 Updated Tactic Channel,,FALSE
2116123 Time(Minutes),mm,TRUE
2125203 Health Outcomes Z-Score,ss.SS,TRUE
2137124 shifttime,HH:mm,TRUE
2142662 Lifetime Post viral reach,MMyy,TRUE
2149202 Percentage Change Over Time,ss.SS,TRUE
2151362 Date Propped,dd/MM/yyyy HH:mm:ss,TRUE
2155836 Winners Announced Date,MM/dd/yyyy,TRUE
2156350 MGO_START_DATE,dd-MMM-yy,TRUE
2160575 003_PARTNER_ASSIGNED_DATE__C,ddMMMyyyy:HH:mm:ss,TRUE
2161266 Outstanding Balance Period Date 240,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 307,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 33,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 352,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 377,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 467,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 494,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 565,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 566,yyyy-MM-dd,TRUE
2171394 Percent of Population with Incomes at or Below 100 Percent of the U.S. Federal Poverty Level Index of Medical Underservice Scor,ss.SS,TRUE
"2181299 Year when data was published, 2013",yyyy,TRUE
2182329 date_of_birth1,yyyy-MM-dd,TRUE
2195252 Birthdate,dd-MMM-yy,TRUE
2197071 BLOG_POST_SENTIMENT,,FALSE
2197217 Dates,yyyy/MM,TRUE
2201702 Reprojection Date,MM/dd/yyyy,TRUE
2202488 Nome_da_meso,,FALSE
2210830 VIOLATION_DATE,MM/dd/yyyy hh:mm a,TRUE
2225138 Degree Completion (CUG & Times GUG),mmss.SS,TRUE
2228268 lastdatetoorder,MM/dd/yyyy,TRUE
2241031 Unknown Message Total,MMddyy,TRUE
2250580 s_asleep_time,yyyy,TRUE
2255089 ValidatedResult,mmss.SS,TRUE
2255589 LB Success% + - (Domestic),ss.SS,TRUE
2255924 Drb pG + - (Domestic),ss.SS,TRUE
2271514 Start Time,MM:yy a,TRUE
2275609 Full Time Instructional % Non Tenure Track,mmss.SS,TRUE
2277144 Width,MM,TRUE
2281091 Time ,dd,TRUE
2302821 Ship Date,MM/dd/yyyy HH:mm,TRUE
2322459 Midterm Grade2,mmss.SS,TRUE
2324919 Date Reconciled (if WU),dd-MMM-yy,TRUE
2324925 Data CANCELADO GRIS,,FALSE
2327263 All-Time Page Views,yyyy,TRUE
2339156 Date,MM/dd/yyyy,TRUE
2340891 date_sent1,MM/dd/yy,TRUE
2341173 How many times did you eat beans or lentils ,MMyy,TRUE
2341560 Updated,,FALSE
2343030 ACUMULADO 12 MESES (%),ss.SS,TRUE
2344210 Amendment Date,MM/dd/yyyy HH:mm,TRUE
2346145 Project Names,,FALSE
2367793 Holdings_Creditcard_MonthlySpent_Virgin Money Velocity Flyer Visa Card,mmss,TRUE
2369485 Candidate,,FALSE
2371112 Result Time (Secs),mmss.SS,TRUE
2371748 Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Under 18 years - R 1,mmss.SS,TRUE
2372212 Average in Months,ss.SS,TRUE
2372688 Semester (group),,FALSE
2376718 Date Compliance Reviewed,,FALSE
2377054 UPDATES,yy,TRUE
2378187 Democratic candidate,,FALSE
2435305 Data Condamnarii,dd.MM.yyyy,TRUE
2635853 GEO TIME,Euro area (yy countries),TRUE
2647216 data$sentiment,,FALSE
2648417 Fecha completa,dd DE MMMM,TRUE
2656120 Domestic_Unmet_Demand,,FALSE
2004381 DB Data Space Used,mmss.SS,TRUE
2004825 Avg monthly # Summer-Food participants,MMyydd,TRUE
2012579 #TMT FECHADOS,mm,TRUE
2034271 Lifetime Source Energy Savings,,FALSE
2069339 Effort Running Annuale (FTE x ggMese x Mesi),yy,TRUE
2085829 Datum     ,EEE MMMM yy,TRUE
2095432 Time of Day,,FALSE
2109521 numest_ib,yyyy,TRUE
2109928 Before - TIME_TEST_EXECUTED,HH:mm,TRUE
2122284 MAX_RUN_TIME,,FALSE
2156019 Fecha,yyyy,TRUE
2160434 Mktg Net New Names,mmss.SS,TRUE
2161266 Outstanding Balance Period Date 132,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 151,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 309,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 339,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 366,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 413,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 417,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 439,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 441,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 449,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 490,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 51,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 520,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 526,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 555,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 72,yyyy-MM-dd,TRUE
2170197 Dataxis_Key,MMyyyy,TRUE
2170240 Date_debut pÃ_Â€ÂŒÃ«Ã_Â‰ÂŒÃ©che,MM/dd/yyyy,TRUE
2171293 SDTYPE,,FALSE
2178631 On Time,yy,TRUE
2178800 Complete Date,MM/dd/yyyy,TRUE
2179256 polltime,yyyy/MM/dd HH:mm.ss,TRUE
2185539 Purc.Date,MM/dd/yy,TRUE
2198290 Time,mmss.SS,TRUE
2209004 PTime,yy,TRUE
2221835 +2 Standard Deviations From Mean (Running 12 Months),mmss.SS,TRUE
2250672 RV_VEND_PERD_TRIMESTRE,mmss.SS,TRUE
2251213 Percent of Births Where the Mother Received Early Prenatal Care (First Trimester) (2012),yy,TRUE
2256072 Wartime Veterans1,HHmmss.SS,TRUE
2269710 datetime,,FALSE
2275609 Full Time Research Track,mm,TRUE
2275609 Part Time Research Faculty,yy,TRUE
"2276186 left(c.fecha,13)",yyyy-MM-dd HH,TRUE
2280701 Writetime,ss.SS,TRUE
2282757 DateKey,yyyyddMM,TRUE
2331697 Date+Player,,FALSE
2338959 Created,yyyy-MM-dd HH:mm:ss,TRUE
2339340 Data,mmss.SS,TRUE
2342227 Wardtype Unknown,yy,TRUE
2342750 Native Hawaiian Pacific Islander Full-time officers %,HH.mm,TRUE
2344220 Time Tracked,HH:mm:ss,TRUE
2344897 Monthly per capita spending,MMyy,TRUE
2345141 Date,yyyy-MM-dd,TRUE
2346111 % Not Evaluated On Time,ss.SS,TRUE
2346807 Time Of Possession,MMyy,TRUE
2347734 Food_Monthly,MMyy,TRUE
2370888 Response Time-Nonoptimal (ms),mmss.SS,TRUE
2007678 CRS_ARR_TIME,yy,TRUE
2013739 statusmessage,,FALSE
2015585 fechatexto,"jueves, MM de julio de yyyy",TRUE
2017212 Lifetime Post Consumptions,mm.ss,TRUE
2035688 Start Time,yyyy-dd-MM HH,TRUE
2047036 CAUTI_PedCardThor_Den,yy,TRUE
2057921 created_at,yyyy-dd-MM HH:mm:ssZZZZZ,TRUE
2113430 Prefetch Bandwidth (MB sec) - max,HH.mm,TRUE
2113430 Resp Time (ms),ss.SS,TRUE
2113430 Response Time (ms) - avg,ss.SS,TRUE
2136088 Data Element,Other MMMarations,TRUE
2159431 EFFCT_START_DT,dd/MM/yyyy HH:mm:ss,TRUE
2161266 Outstanding Balance Period Date 25,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 267,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 436,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 46,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 460,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 563,yyyy-MM-dd,TRUE
2166100 MonthlyHOAAmount,mmss.SS,TRUE
2170197 Dataxis_Uncleaned_Actor,,FALSE
2170215 EDT,MM:yya,TRUE
2171830 CL_Date,MM/dd/yyyy,TRUE
2178062 Time Working on Tck,HHmmss,TRUE
2196298 TimeSheet_Key,,FALSE
2197357 Time Code (UTC),yyyy-dd-MMTHH:mm:ssZ,TRUE
2220333 Month,MMMM,TRUE
2250580 s_awake_time,HHmmss,TRUE
2251628 Male; Margin of Error; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Population 25 years and ove,yyyy,TRUE
"2251628 Percent below poverty level; Estimate; Worked less than full-time, year-round in the past 12 months",mmss.SS,TRUE
"2251628 Percent below poverty level; Margin of Error; WORK EXPERIENCE - Worked full-time, year-round in the past 12 months",ss.SS,TRUE
2251628 Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Fami,MM.yy,TRUE
2251628 Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - 18 years and over,ss.SS,TRUE
2254421 Please rate the quality of the customer service you received from us. Think about the service you received from the time you bi,,FALSE
2255504 Data_Lag_Entry_Time,MMyy,TRUE
2255512 pub_month,MMMM,TRUE
2256163 DFMI_CLOCK_TIME,yyyy,TRUE
2262306 B14_S4_DiData,yy,TRUE
2262306 B14_S8_DiData,yy,TRUE
2265246 Avg Monthly Sales,mmss.SS,TRUE
2269228 prior_earliest_year_month,yyyyMM,TRUE
2277530 Time First Seen,yyyy-MM-dd hh:mm:ss a,TRUE
2278399 Total Time Difference,HH DD : mm HH : ss MM,TRUE
2278978 GradType,GradInMMDiffProg,TRUE
2292682 Time Period (Year),yyyy,TRUE
2319840 Month,MMMM,TRUE
2322441 Games Played (bin) 2,mm,TRUE
2324919 finalawardtotfh,mmss,TRUE
2325215 insta_followers past_month,yy,TRUE
2338975 Posted Line Date,MM/dd/yyyy,TRUE
2339325 Lead time (days) land supply chain exports,dd,TRUE
2340042 IdTipoCliente,,FALSE
2340826 strike__names-,,FALSE
2340891 Temporary Relocation Duration (number of months),MM.yy,TRUE
2341173 How many times did you eat fruit ,MMyy,TRUE
2341560 Price_LastUpdated,yy,TRUE
2343087 ChairMonth,MMyy,TRUE
2344382 Year Month,yyyyMM,TRUE
2346101 Fecha1,yyyy-MM-dd,TRUE
2346744 ForecastYoYPctChangePriorMonth,ss.SS,TRUE
2347331 Lifetime Post Organic Impressions,yyyy,TRUE
2347331 Lifetime Post reach by people who like your Page,MMyy,TRUE
2351560 percent of homes underwater,ss.SS,TRUE
2360799 STARTLDATE,dd/MM/yy,TRUE
2367793 Holdings_Creditcard_MonthlySpent_ANT AMEX with Rewards Card,,FALSE
2367793 Holdings_Creditcard_MonthlySpent_ANZ Platinum Visa Card,mmss,TRUE
2367793 Holdings_Creditcard_MonthlySpent_Bank of Melbourne Vertigo Platinum Visa Card,,FALSE
2367793 Holdings_Creditcard_MonthlySpent_ME Bank Master Card,HHmm,TRUE
2371249 Queue Time,,FALSE
2018031 (Timer Completed).($ProductTypeCode.Product Type Code ID),yy,TRUE
2018031 (Timer Completed).(Total Client Minutes),yy,TRUE
2026702 Document Sentiment Polarity,,FALSE
2028492 Control Fields Created,yyyy,TRUE
2100994 Percent of population using illicit drugs in the past month (2009)2,HH.mm,TRUE
2101148 Time,MMyy,TRUE
2107699 data_count,MMyy,TRUE
2108847 STUDENT_BIRTH_DATE,MM/dd/yyyy,TRUE
2109343 Lead Start Month,MMMM yyyy,TRUE
2115314 Date string,"MMMM dd, yyyy",TRUE
2116123 Time(Seconds),mmss,TRUE
2125771 Average Call Time,ss.SS,TRUE
2126424 Lifetime Engaged Users,mm,TRUE
2137124 time,HH:mm:ss,TRUE
2141481 Lifetime Post viral reach,MMyy,TRUE
2144386 State Names,,FALSE
2147203 Monthly Cost Per Square Ft. Difference,MM.yy,TRUE
2154343 Fecha,dd-MM-yyyy,TRUE
2160575 LEAD_ASSIGNMENT_DATE__C,ddMMMyyyy:HH:mm:ss,TRUE
2161266 Outstanding Balance Period Date 107,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 272,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 276,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 3,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 361,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 4,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 411,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 44,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 47,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 521,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 578,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 589,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 80,yyyy-MM-dd,TRUE
2182329 date_of_birth,yyyy-MM-dd,TRUE
2182329 dtd_injury_effect1,mm,TRUE
2192530 Maturity Date,MM/dd/yyyy,TRUE
2195881 Month,MMM,TRUE
2197884 Time Band,mm to ss Minutes,TRUE
2207677 Candidate,,FALSE
2208776 Actual Fix Time,yy,TRUE
2227363 TransactionTime,mmss,TRUE
2228268 Date Signed,yyyy-MM-dd,TRUE
2228963 Date Paid,MM/dd/yyyy,TRUE
2251628 Female; Margin of Error; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Bachelor's degree,mmss,TRUE
2251628 Male; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Less than high school graduate,MMyyyy,TRUE
2251628 Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Less than high school graduate,HHmmss,TRUE
"2251628 Total; Margin of Error; Worked full-time, year-round in the past 12 months",MMyy,TRUE
2255933 DATE_KEY,yyyyMMdd,TRUE
2256226 dt_bimestre_ano,MMddyy,TRUE
2256226 DT_OBITO_SEGURADO,,FALSE
2256301 Full-time Undergraduates,yyyy,TRUE
2264606 Transaction End Date,yyyy - QQQ,TRUE
2276515 This info last updatedÃ_Â‰ÂŒÂ_Ã_Â€ÂŒ__,MMMMyyyy,TRUE
2277665 Return Games Played,MMyy,TRUE
2277749 Created_Date,yyyy-MM-dd,TRUE
2279411 Datasets,Intake Protection Zones dd (IPZ MM),TRUE
2340442 Data,HHmmss.SS,TRUE
2340580 Semester,Spring yyyy,TRUE
2340690 Required Response Date,MM/dd/yyyy,TRUE
2340891 finalawardtotfh,yyyy,TRUE
2344220 Last Updated Time,yyyy-MM-dd HH:mm:ss,TRUE
2344699 Unbilled Data Usage in Megabytes(MB),ss.SS,TRUE
2345905 timestamp,mmss.SS,TRUE
2346423 Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,ss.SS,TRUE
2347126 DATA,mmss.SS,TRUE
2347734 HealthCare_Monthly,MMyy,TRUE
2347962 CALENDARLMONTHLENDLDATE,dd/MM/yy,TRUE
2367793 Holdings_Creditcard_MonthlySpent_ANZ Frequent Flyer AMEX Card,HHmm,TRUE
2367793 Holdings_Creditcard_MonthlySpent_St George No Annual Fee Card-Visa,mmss,TRUE
2367793 Holdings_Creditcard_MonthlySpent_Victorian TeachersÃ_Â‰ÂŒÂ_Ã_Â€ÂŒ_Ã_Â‰ÂŒÃˆ Credit Union Visa Credit Card,,FALSE
2370888 Write Bandwidth (MB s),ss.SS,TRUE
2371402 Date Founded,MM/dd/yyyy,TRUE
2371748 Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - 18 years and over  1,ss.SS,TRUE
2655736 Vietnamese,HH.mm,TRUE
2004825 Average monthly SNAP $ benefits,MMyy,TRUE
2007548 Date Paid,MM/dd/yyyy,TRUE
2017432 BPR time,mm,TRUE
2018801 HMI Data,HHmmss.SS,TRUE
2035688 TCH H busy time(Second),MMyyyy,TRUE
2066376 CREATED1,dd-MMM-yy,TRUE
2068263 TENURE ( MONTHS ),dd,TRUE
2100265 STUDENT_BIRTH_DATE,MM/dd/yyyy,TRUE
2107392 Assists pG + - (Domestic),ss.SS,TRUE
2108135 PVT mean react time test3,MMyy,TRUE
2111326 Special Fund Names,,FALSE
2125158 possible_data,,FALSE
2125423 FECHA,dd/MM/yyyy,TRUE
2128164 Number of genes assigned to enzymes,MMyy,TRUE
2142355 Year Date,dd/MM/yyyy,TRUE
2152868 FiscalMonthYear,yyyyMM,TRUE
2154414 % No exercise in prior month,ss.SS,TRUE
2161266 Outstanding Balance Period Date 103,yyyy-MM-dd,TRUE
2161266 Outstanding Balance Period Date 174,yyyy-MM-dd,TRUE
